"id","state"
"1840016700","Alabama"
"1840041663","Alabama"
"1840016620","Alabama"
"1840015882","Alabama"
"1840015797","Alabama"
"1840014733","Alabama"
"1840016919","Alabama"
"1840042376","Alabama"
"1840041596","Alabama"
"1840042671","Alabama"
"1840015841","Alabama"
"1840005558","Alabama"
"1840013716","Alabama"
"1840042818","Alabama"
"1840001540","Alabama"
"1840027630","Alabama"
"1840041001","Alabama"
"1840043316","Alabama"
"1840043089","Alabama"
"1840043296","Alabama"
"1840035626","Alabama"
"1840043297","Alabama"
"1840003191","Alabama"
"1840029296","Alabama"
"1840043408","Alabama"
"1076677565","Paraná"
"1840040795","Alabama"
"1840042080","Alabama"
"1840023013","Alabama"
"1840149814","Alabama"
"1840041128","Alabama"
"1840041349","Alabama"
"1840043281","Alabama"
"1840049233","Alabama"
"1840043181","Alabama"
"1840043483","Alabama"
"1840041993","Alabama"
"1840042329","Alabama"
"1076919340","Paraná"
"1076364221","Paraná"
"1076502700","Paraná"
"1076782495","Paraná"
"1076850281","Paraná"
"1840042660","Alabama"
"1840042449","Alabama"
"1076399065","Paraná"
"1840046565","Alabama"
"1840043469","Alabama"
"1840041557","Alabama"
"1076520622","Paraná"
"1840014767","Alabama"
"1840042130","Alabama"
"1840041525","Alabama"
"1840043064","Alabama"
"1840047285","Alabama"
"1840041217","Alabama"
"1840013093","Alabama"
"1840014732","Alabama"
"1840047645","Alabama"
"1840025230","Alabama"
"1840041085","Alabama"
"1840016999","Alabama"
"1840002170","Alabama"
"1840043067","Alabama"
"1840042765","Alabama"
"1840015640","Alabama"
"1840001548","Alabama"
"1840041282","Alabama"
"1840022972","Alabama"
"1840006157","Alabama"
"1840017089","Alabama"
"1840042546","Alabama"
"1840041117","Alabama"
"1840042162","Alabama"
"1840016774","Alabama"
"1840042498","Alabama"
"1840041789","Alabama"
"1840042086","Alabama"
"1840014823","Alabama"
"1840041059","Alabama"
"1840042616","Alabama"
"1840041694","Alabama"
"1840005924","Alabama"
"1840014825","Alabama"
"1840041091","Alabama"
"1840016511","Alabama"
"1840049378","Alabama"
"1840049588","Alabama"
"1840042408","Alabama"
"1840040793","Alabama"
"1840040831","Alabama"
"1840042681","Alabama"
"1840042419","Alabama"
"1840042964","Alabama"
"1840042069","Alabama"
"1840042334","Alabama"
"1840040805","Alabama"
"1840002081","Alabama"
"1840042736","Alabama"
"1840027574","Alabama"
"1840043309","Alabama"
"1840013932","Alabama"
"1840040956","Alabama"
"1840040794","Alabama"
"1076010144","Piauí"
"1840043027","Alabama"
"1840043009","Alabama"
"1840041205","Alabama"
"1840041072","Alabama"
"1840016709","Alabama"
"1840041991","Alabama"
"1840042045","Alabama"
"1840041475","Alabama"
"1840041158","Alabama"
"1840075149","Alabama"
"1840041157","Alabama"
"1840022953","Alabama"
"1840004979","Alabama"
"1076766658","Piauí"
"1076564329","Piauí"
"1076505810","Piauí"
"1076683345","Piauí"
"1076238832","Piauí"
"1076636065","Piauí"
"1840013828","Alabama"
"1840001840","Alabama"
"1840041028","Alabama"
"1840016839","Alabama"
"1840074653","Alabama"
"1076558124","Piauí"
